Time,KineticEnergy,Kineticspin,Momentum1,Momentum2,Momentum3,Momentum4,Momentum5,Momentum6,Momentum7,Momentum8,Momentum9,Momentum10,PotentialEnergyE1,PotentialEnergyE2,PotentialEnergyE3,PotentialEnergyB2,PotentialEnergyB3,Transfer,ErrorPoisson
0.02,6.688046538442603,2.3265813297780157e-6,78.93149643725579,-0.49938726573722464,-0.4752336468181361,12.946749611271791,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.010411225323378421,0.0027204078983795277,0.016163228503065875,3.1287749674620313,1.1974846491824918,1.197484649182492,0.17360348694734634,0.17360348694734637,0.057880490716679826,0.0
0.04,6.693628740357552,2.4643176955616453e-6,78.95176972595597,-0.49917098875384397,-0.45443577522808704,12.97970716360519,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.00979678185051442,0.0020239140016907902,0.016161389932513436,3.126059306660109,1.1974846491824918,1.197484649182492,0.17504046871431211,0.1750404687143121,0.21361710682293575,0.0
0.06,6.704232683818309,2.5918172759285387e-6,78.96177188706966,-0.5694882359235132,-0.4338653929075997,13.016550537764381,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.00917820179269359,0.001342411058532729,0.016160540965858984,3.1202328119093004,1.1974846491824918,1.197484649182492,0.17743543832592173,0.17743543832592173,0.3688899330152608,0.0
0.08,6.719845939820009,2.7087175333797647e-6,78.98305985692409,-0.5563720847582978,-0.4079021903601982,13.044339429343907,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.008560768969577626,0.0006771011067231817,0.01615929101227154,3.111307923516981,1.1974846491824918,1.197484649182492,0.18078839578217512,0.1807883957821751,0.5233835716469579,0.0
0.1,6.740449728123262,2.8145207702474557e-6,78.98530829038305,-0.5241036932049333,-0.4912850423353012,13.007935922566494,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.0079498347754506,2.7199530720565024e-5,0.016156553502887694,3.0993034069352845,1.1974846491824918,1.197484649182492,0.18509934108307236,0.18509934108307244,0.6767792775376373,0.0
0.12,6.766018879895952,2.9092445149416753e-6,79.01938899217713,-0.5814258702170434,-0.48888550229412336,13.011593669057667,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.007351617216677002,-0.0006073953304942633,0.01615095709518072,3.0842443809910716,1.1974846491824918,1.197484649182492,0.19036827422861344,0.19036827422861347,0.8287568464599092,0.0
0.14,6.7965213686118835,2.9929936570288573e-6,79.03934888630974,-0.5331321837014593,-0.5300769537104787,13.006665063281183,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.006771226987715875,-0.001225265064140133,0.016140273380914602,3.0661628311430436,1.1974846491824918,1.197484649182492,0.19659519521879834,0.1965951952187984,0.9789504705435532,0.0
0.16,6.83191806397084,3.0656105558055726e-6,78.92573956880172,-0.568920966476204,-0.5158488477794242,13.015502774907613,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.006212356019980388,-0.0018243318328547988,0.016122743095933364,3.045097965696086,1.1974846491824918,1.197484649182492,0.2037801040536271,0.20378010405362712,1.1270147435549251,0.0
0.18,6.8721633619699745,3.126769414406624e-6,78.87991123456361,-0.5451514878727352,-0.5019481702247621,13.006407272454181,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.005679660580637969,-0.00240321735172497,0.016096635698423834,3.021095432209847,1.1974846491824918,1.197484649182492,0.2119230007330996,0.2119230007330996,1.2726488209650102,0.0
0.2,6.917205452107436,3.1761461851572276e-6,78.90225865607152,-0.5707400276654168,-0.5104472185051044,12.971043671401075,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.0051792941215362135,-0.0029608712438054636,0.016060578046300983,2.9942069568260528,1.1974846491824918,1.197484649182492,0.22102388525721597,0.22102388525721592,1.4155333716955092,0.0
0.22,6.966986293399585,3.2137181314458414e-6,78.91449406485332,-0.5562535846091811,-0.5641802334037027,12.950571770742235,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.004716785788417164,-0.003495264085539298,0.01601304539040273,2.9644907007262993,1.1974846491824918,1.197484649182492,0.23108275762597616,0.23108275762597616,1.5553644618722653,0.0
0.24,7.02144241678352,3.2399656995161654e-6,78.8646247872473,-0.5679351468335626,-0.4964775211670492,12.941465442835563,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.00429753540909198,-0.004005958244370539,0.01595261091329607,2.932010198740707,1.1974846491824918,1.197484649182492,0.2420996178393803,0.2420996178393802,1.6919017841337338,0.0
0.26,7.080505277293233,3.2551456873074266e-6,78.91308276720375,-0.6255657461617558,-0.4506124123498992,12.93580589318748,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.003926769559828201,-0.004492054758799095,0.015877358004988466,2.896833836772209,1.1974846491824918,1.197484649182492,0.2540744658974281,0.25407446589742816,1.8248784322638079,0.0
0.28,7.1441002104948215,3.25965475732239e-6,78.8600823747109,-0.6291859046320387,-0.4627612974014,12.901578359649617,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.0036098625558118377,-0.004952779099011581,0.01578462287028979,2.8590362499024895,1.1974846491824918,1.197484649182492,0.26700730180011983,0.2670073018001199,1.9539507171707653,0.0
0.3,7.212145744241153,3.2537980284931406e-6,78.90128866160694,-0.6659389690648554,-0.41662068068488267,12.86242767104206,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.0033507307807465925,-0.005387724035748097,0.0156723474447947,2.818698895939315,1.1974846491824918,1.197484649182492,0.2808981255474554,0.28089812554745547,2.078781767555351,0.0
0.32,7.284553879800191,3.2373434668824786e-6,78.82999119896434,-0.6830865475796919,-0.3675855225085979,12.857868863001334,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.003154237843790901,-0.005796408964503092,0.015539498925108681,2.77590983615451,1.1974846491824918,1.197484649182492,0.2957469371394348,0.2957469371394348,2.1990568223992333,0.0
0.34,7.361230853694558,3.2101896495167848e-6,78.8836929818671,-0.6601773760860723,-0.3534017107251199,12.875993323906428,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.003025068440546232,-0.006177597689875008,0.015383011409955105,2.7307629251567422,1.1974846491824918,1.197484649182492,0.3115537365760579,0.31155373657605795,2.3145111519764248,0.0
0.36,7.442078013576284,3.172880368304416e-6,78.86589730937965,-0.6251233324364097,-0.3355489314998508,12.87238345414068,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.002966874174901589,-0.006530411378799839,0.01520073568490941,2.683356876747521,1.1974846491824918,1.197484649182492,0.3283185238573251,0.3283185238573251,2.424919407956212,0.0
0.38,7.526992265337562,3.1262048055669854e-6,78.9272371033703,-0.6204653435050139,-0.31168659565771684,12.907526658707887,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.0029820246072861443,-0.006853658846228759,0.014991703108003983,2.633794816578075,1.1974846491824918,1.197484649182492,0.3460412989832359,0.34604129898323593,2.530063514055826,0.0
0.4,7.6158664750545695,3.0708436206481387e-6,78.95196124554832,-0.5406600228720922,-0.3071686584055592,12.94236772293279,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.003073619826053759,-0.00714681817849644,0.014753571133092792,2.582183909162752,1.1974846491824918,1.197484649182492,0.36472206195379053,0.3647220619537906,2.62976091080247,0.0
0.42,7.708589986074606,3.0075842937531613e-6,79.10463051096649,-0.47962862552899216,-0.2621332926209269,13.020224779389707,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.0032435898424426433,-0.007408513512573435,0.014485253443766086,2.52863484633607,1.1974846491824918,1.197484649182492,0.3843608127689892,0.38436081276898915,2.723840400503359,0.0
0.44,7.805048767283618,2.936943756651175e-6,79.0525418353159,-0.48639274544669947,-0.2916703988468441,12.949301191601977,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.0034936056365439012,-0.007637894518462509,0.014185090379674508,2.473261614866409,1.1974846491824918,1.197484649182492,0.40495755142883144,0.4049575514288316,2.8121343959048732,0.0
0.46,7.905125212074563,2.859616477190421e-6,79.12992164691073,-0.4906646766552062,-0.2781325793301268,12.959367511683798,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.0038272298147569643,-0.00783505670734774,0.01385339872423674,2.416181827048922,1.1974846491824918,1.197484649182492,0.4265122779333179,0.42651227793331775,2.8944530103272563,0.0
0.48,8.00869797284192,2.7766152079161987e-6,79.09039593397836,-0.4814873033000877,-0.24933489829648114,12.981480730413248,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.004245259744807386,-0.00800148766952572,0.013489358601476426,2.357516877279449,1.1974846491824918,1.197484649182492,0.4490249922824479,0.4490249922824479,2.970615331761515,0.0
0.5,8.115642590774467,2.6885505372217973e-6,79.1026972862074,-0.4861763339566717,-0.24438532366532348,12.93435748514697,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.0047494474684657145,-0.008138043984586953,0.013091877429072968,2.297391243719016,1.1974846491824918,1.197484649182492,0.47249569447622175,0.4724956944762218,3.040490085934217,0.0
0.52,8.225832256745154,2.5960619561332807e-6,79.03811155175086,-0.49137917344203064,-0.28380816679984494,12.917520879043982,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.005341486316434015,-0.008244292075471789,0.01265910984918361,2.235931826902598,1.1974846491824918,1.197484649182492,0.4969243845146394,0.4969243845146394,3.1039698867855763,0.0
0.54,8.33913820408389,2.500250959750435e-6,79.06945834673574,-0.47720924685401933,-0.33963567970240577,12.947547384579288,-0.04537101144958915,0.00898912703426909,2.03551944490295,0.006021940149482665,-0.008318578382288161,0.012189472818620695,2.173267379944369,1.1974846491824918,1.197484649182492,0.522311062397701,0.522311062397701,3.1609741092931243,0.0
